shipment_issue,carrier,shipping_method,distance,package_type,location,customer_tier,weather_conditions,holiday_period,pop_density
0,Carrier_C,Standard,830.1660142041361,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1220.3722399082455,Large,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_A,Standard,1574.0136498244062,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,262.29420330122196,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,186.15452620100046,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1987.3379834406894,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,713.9234911387949,Large,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
0,Carrier_A,Standard,118.99564161638033,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1268.5457525346603,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1909.218641688441,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1207.961526699748,Medium,Urban,Premium,Clear,Holiday_Period_Yes,High
0,Carrier_A,Standard,659.1551404147507,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,287.3625905211623,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,24.812741218825543,Medium,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_A,Standard,176.70070785581976,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,545.621191446741,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,233.49835085387744,Medium,Rural,Premium,Snow,Holiday_Period_No,Low
0,Carrier_A,Standard,519.075597851704,Medium,Urban,Premium,Rain,Holiday_Period_Yes,High
0,Carrier_C,Standard,1696.1287196175483,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1786.363430196246,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1909.510162116621,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,167.2049697030623,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,931.5754963171426,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,781.9329325138211,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1643.9242032345082,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Standard,224.40705507604736,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1977.9508089450976,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_B,Standard,692.0091762635286,Medium,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_B,Expedited,1694.0546382599869,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,389.3515131157982,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,933.619255646319,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_C,Standard,338.92511613970333,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Standard,33.97934554986705,Large,Rural,Premium,Clear,Holiday_Period_Yes,Low
0,Carrier_C,Standard,1732.9077426414322,Medium,Rural,Basic,Snow,Holiday_Period_Yes,Low
0,Carrier_A,Standard,543.1399519056741,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,634.2644443919748,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Expedited,1388.1749712495075,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_B,Expedited,1345.0355098055288,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,315.7338149599443,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_B,Standard,224.83677074822424,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1558.7642530552553,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,974.7716967625475,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,156.09006621304084,Large,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_A,Standard,18.185191562303743,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1015.0527433886831,Large,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_C,Expedited,1365.1335312036647,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,334.40381076768784,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1468.8108392885845,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_A,Expedited,1010.7899883855239,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_A,Expedited,751.6279481804747,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_B,Expedited,998.0829083846854,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,968.1790704002207,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,13.390617801701792,Large,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_C,Standard,1092.0434133128401,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1590.5254324383563,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1737.3799653128633,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Expedited,1394.6431174729544,Large,Rural,Basic,Clear,Holiday_Period_No,Low
1,Carrier_B,Standard,493.32259927500047,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1996.907990879973,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1174.7694152609563,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_B,Standard,1851.9730221795633,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1898.4877404563958,Medium,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_C,Expedited,1731.6709340193268,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,752.1882944960594,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,570.3336965457453,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,512.9446537959061,Large,Suburban,Basic,Snow,Holiday_Period_Yes,Medium
0,Carrier_C,Standard,1466.4981359135716,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1275.8757014190874,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Standard,335.52302454146184,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Standard,1809.3770005463962,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_B,Standard,771.5937514737715,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,301.03861764498174,Medium,Suburban,Basic,Snow,Holiday_Period_Yes,Medium
0,Carrier_B,Standard,475.1337082990072,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_B,Expedited,1797.5342157091197,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Standard,1094.2231285858065,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1518.6717990771142,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Expedited,469.75925244130957,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,140.09340518814426,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1646.0538748041035,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1587.8564948988205,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1399.0691744114094,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,648.9356680472202,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,131.28137070833012,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_A,Standard,1181.3620384553553,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Expedited,96.59580053054155,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_B,Expedited,1389.6582086172943,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,881.2886121774424,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1303.7219455759212,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,957.2061590296465,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1841.764012460848,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1834.177099182988,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,179.63384278733923,Large,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,845.4402967233343,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1750.7560484759124,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,648.6417484692603,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_B,Standard,682.9068155496507,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Standard,1687.8802450984729,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Expedited,559.8905886514182,Large,Rural,Basic,Clear,Holiday_Period_No,Low
1,Carrier_A,Standard,663.7855991443269,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1748.9106424884067,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1984.0218975028017,Medium,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_B,Standard,1870.7129986893844,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Expedited,1845.4244547042993,Medium,Urban,Premium,Snow,Holiday_Period_No,High
0,Carrier_A,Expedited,149.69962097032385,Large,Rural,Premium,Snow,Holiday_Period_No,Low
0,Carrier_C,Standard,853.2310523918223,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Expedited,1724.2585623317,Medium,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_A,Standard,1503.973716015265,Medium,Rural,Premium,Snow,Holiday_Period_No,Low
0,Carrier_A,Standard,477.79175348867096,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1291.945911999365,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1319.289006584508,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1593.2148599964198,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1185.6592112767332,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1122.8619622158853,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1213.0370409572913,Large,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_A,Expedited,1599.7185775474375,Medium,Urban,Premium,Snow,Holiday_Period_No,High
0,Carrier_B,Standard,1713.8549600845663,Medium,Rural,Premium,Rain,Holiday_Period_No,Low
0,Carrier_A,Expedited,1297.2463650700756,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_B,Standard,1728.7324692042296,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,369.55456939677714,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1262.0477651577123,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_B,Expedited,1849.6998277351179,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1355.0186272670205,Large,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_A,Standard,1155.2404177682865,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,884.2045310020773,Large,Rural,Premium,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,216.66343911993425,Large,Rural,Premium,Clear,Holiday_Period_No,Low
1,Carrier_A,Expedited,1632.5653633100728,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,473.98441708784287,Large,Rural,Premium,Clear,Holiday_Period_No,Low
1,Carrier_B,Standard,1598.1421169567316,Large,Suburban,Basic,Rain,Holiday_Period_Yes,Medium
0,Carrier_A,Expedited,191.6903961473973,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,315.02548414329726,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,398.0932121747865,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,628.0508411278474,Medium,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_A,Expedited,1304.1649157864942,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,953.7525556465364,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1429.8735076068097,Medium,Suburban,Premium,Clear,Holiday_Period_Yes,Medium
0,Carrier_B,Expedited,530.3740325525447,Large,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_A,Expedited,1796.7251492915757,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1687.056755363138,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1828.5430768570352,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,515.2645919623667,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,114.46485351731245,Large,Rural,Basic,Snow,Holiday_Period_No,Low
1,Carrier_A,Expedited,1525.6901027240872,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,80.20355183450268,Medium,Urban,Basic,Snow,Holiday_Period_No,High
1,Carrier_A,Standard,1085.7344325756085,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,601.9509271097367,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,788.2000012985179,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
1,Carrier_A,Standard,1483.5422753428963,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,832.9646304353057,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1057.4434837262054,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1966.0050609020607,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Expedited,921.4635200409087,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,198.61321061236927,Large,Suburban,Basic,Rain,Holiday_Period_Yes,Medium
0,Carrier_B,Standard,270.2108086684802,Medium,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
0,Carrier_A,Expedited,442.2078429435382,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,1033.6626962550554,Large,Urban,Basic,Rain,Holiday_Period_Yes,High
0,Carrier_A,Standard,274.60243556794563,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,136.78085196824344,Large,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Expedited,384.4079288272415,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1142.7071087565535,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,601.7728512283021,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1818.7684209487936,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,910.654150823706,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,821.9268164061002,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,1416.0958013870368,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,48.52000812805872,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1915.8733001257579,Medium,Urban,Basic,Rain,Holiday_Period_Yes,High
0,Carrier_A,Expedited,386.3752914290912,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1520.3285316208776,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Standard,1802.843565540731,Large,Urban,Basic,Clear,Holiday_Period_No,High
1,Carrier_A,Standard,1935.0391059578938,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Expedited,986.0314745653375,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1952.176552065445,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,924.538944686221,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Expedited,727.6407148661135,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
1,Carrier_A,Standard,804.3721604727558,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Expedited,39.88925886728736,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Expedited,1122.7061686956968,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1397.269889429719,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,185.94171555220092,Large,Rural,Premium,Clear,Holiday_Period_Yes,Low
1,Carrier_A,Expedited,1986.763436664448,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,767.482403679275,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,466.23820501107707,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_A,Standard,382.4009182185707,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_C,Standard,1001.7266336782568,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,543.0367182473875,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Expedited,402.691701947394,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,813.8705365393398,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,1274.5124931772882,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_C,Standard,416.1424406939152,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1345.8839762351529,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,27.201204778857768,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,530.1478623989628,Large,Suburban,Basic,Snow,Holiday_Period_No,Medium
0,Carrier_C,Standard,85.47557546888157,Large,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_C,Standard,1138.598996208113,Medium,Urban,Premium,Clear,Holiday_Period_No,High
1,Carrier_A,Expedited,1160.6719652508953,Medium,Urban,Basic,Rain,Holiday_Period_No,High
1,Carrier_A,Standard,402.2004365052144,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1464.7308321350197,Large,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_B,Expedited,1696.3466412885696,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1676.5587119504585,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,559.7501277475195,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_B,Standard,115.08330303371301,Medium,Suburban,Premium,Clear,Holiday_Period_Yes,Medium
1,Carrier_A,Standard,1400.920480798007,Large,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
0,Carrier_B,Expedited,219.1080966576417,Large,Rural,Premium,Rain,Holiday_Period_No,Low
0,Carrier_C,Standard,1069.3389116038095,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,610.9453960087775,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1210.553125597513,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,1277.435363696947,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1568.240147847833,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,1828.2190091146526,Medium,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_B,Standard,1673.3263066515692,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,1822.310378820217,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,581.8411678180811,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,1383.9670321443248,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,25.70552975602139,Large,Suburban,Basic,Clear,Holiday_Period_Yes,Medium
0,Carrier_A,Expedited,1984.91321674752,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_C,Expedited,1867.6474283708685,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,150.38853869337737,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,584.6629652269795,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1725.7397759798341,Medium,Suburban,Premium,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,1807.8269981487695,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,565.4185431237147,Large,Suburban,Premium,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,1969.7811789871603,Large,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_B,Expedited,,Medium,Urban,Basic,Snow,Holiday_Period_No,High
0,Carrier_A,Standard,278.7455174683287,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1725.8305769874298,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_A,Standard,1162.9575454851831,Large,Urban,Basic,Snow,Holiday_Period_No,High
1,Carrier_B,Standard,629.4499101143439,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
1,Carrier_A,Standard,193.97855962584953,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Expedited,211.90018721034915,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,148.33473468300838,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,400.4210725467465,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1491.6596664454948,Medium,Rural,Basic,Rain,Holiday_Period_No,Low
0,Carrier_A,Expedited,244.62969035147827,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_C,Standard,114.85474285155762,Medium,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,1829.4009837484105,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_B,Standard,917.8018241026446,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,722.0150805594374,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_C,Standard,1123.2575032429172,Large,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,,Large,Rural,Premium,Clear,Holiday_Period_No,Low
1,Carrier_A,Standard,1369.1246968060827,Large,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_A,Standard,1552.226694508528,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,1241.4653213382055,Large,Urban,Basic,Clear,Holiday_Period_No,High
0,Carrier_C,Expedited,450.99907885169347,Large,Rural,Basic,Snow,Holiday_Period_No,Low
0,Carrier_C,Expedited,1029.889547071211,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1967.308283526319,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_B,Standard,597.7309825151244,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
1,Carrier_A,Standard,313.2058007100112,Large,Suburban,Basic,Rain,Holiday_Period_No,Medium
1,Carrier_B,Standard,468.44732042450664,Medium,Suburban,Basic,Snow,Holiday_Period_Yes,Medium
0,Carrier_A,Standard,1136.055937668121,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1854.5747891042377,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
1,Carrier_B,Expedited,1047.170343401307,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Expedited,949.7427601053553,Medium,Rural,Basic,Clear,Holiday_Period_Yes,Low
0,Carrier_A,Standard,385.2326133786514,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,1313.249284985352,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1101.100247576951,Medium,Urban,Premium,Clear,Holiday_Period_No,High
1,Carrier_A,Standard,1876.1417433486208,Medium,Urban,Basic,Rain,Holiday_Period_No,High
0,Carrier_A,Standard,1363.9890930204517,Large,Rural,Premium,Clear,Holiday_Period_Yes,Low
0,Carrier_B,Standard,340.72219035429,Medium,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Standard,137.438034037891,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1035.6901220216776,Medium,Suburban,Premium,Rain,Holiday_Period_No,Medium
0,Carrier_A,Standard,718.8012629450736,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1424.0684581656215,Medium,Urban,Premium,Clear,Holiday_Period_No,High
0,Carrier_C,Standard,1936.3946697850017,Large,Suburban,Basic,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,1416.7630554827283,Medium,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_A,Expedited,66.0241190039088,Large,Suburban,Premium,Clear,Holiday_Period_No,Medium
0,Carrier_B,Standard,1820.2770165138102,Large,Suburban,Premium,Snow,Holiday_Period_No,Medium
0,Carrier_C,Standard,1114.155961751022,Large,Urban,Basic,Clear,Holiday_Period_Yes,High
0,Carrier_A,Standard,1118.4815659608669,Medium,Rural,Premium,Clear,Holiday_Period_No,Low
1,Carrier_A,Standard,1327.949704621104,Medium,Rural,Basic,Clear,Holiday_Period_No,Low
0,Carrier_A,Standard,1883.2506569262953,Medium,Suburban,Basic,Snow,Holiday_Period_Yes,Medium
0,Carrier_A,Standard,1869.4692267648434,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
0,Carrier_B,Standard,1508.1226851122888,Medium,Suburban,Basic,Rain,Holiday_Period_No,Medium
